rank,entry,entry_type,frequency_band,category,usage_note
1708,I just need a minute.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1709,I need some space.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1710,I need time to think.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1711,I should have been clearer.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1712,I should have told you earlier.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1713,I understand why you’re upset.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1714,I’ll fix it.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1715,I’ll make it up to you.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1716,I’m not ignoring you.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1717,I’m so sorry.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1718,Let’s start over.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1719,No hard feelings.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1720,Sorry for bothering you.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1721,Sorry for the confusion.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1722,Sorry I’m late.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1723,"Sorry, that came out wrong.",phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1724,Thanks for being honest.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1725,That was my mistake.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1726,We’re good.,phrase,Medium,Apologies and repair,Natural phrase people use in conversation or travel
1727,Are dogs allowed here?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1728,Are there lifeguards?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1729,"Be careful, it’s slippery.",phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1730,Can we light a fire here?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1731,Can we rent an umbrella?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1732,Can we rent chairs?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1733,Do we need hiking shoes?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1734,Don’t leave your bag unattended.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1735,How long is the hike?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1736,I need some shade.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1737,Is camping allowed?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1738,Is it safe to swim here?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1739,Is the water cold?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1740,Is there drinking water on the trail?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1741,It might rain.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1742,Let’s head back.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1743,Let’s take a photo here.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1744,The sun is strong today.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1745,The trail is steep.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1746,The view is worth it.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1747,The weather is changing.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1748,This is a good spot.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1749,Watch your step.,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1750,Where are the changing rooms?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1751,Where can I rinse off?,phrase,Medium,At the beach or outdoors,Natural phrase people use in conversation or travel
1752,Can I borrow a pen?,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1753,Can we talk after this?,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1754,Can you explain this part?,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1755,Did you submit it?,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1756,I don’t understand the question.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1757,I forgot my notebook.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1758,I have a call in five minutes.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1759,I have a lot to do today.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1760,I have an exam tomorrow.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1761,I have homework.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1762,I need to finish something first.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1763,I need to study.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1764,I’ll check it later.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1765,I’ll do it after lunch.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1766,I’m almost finished.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1767,I’m at the office.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1768,I’m busy with work.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1769,I’m done for the day.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1770,I’m logging off now.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1771,I’m on my lunch break.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1772,I’m stuck on this part.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1773,I’m working from home today.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1774,That was easier than I expected.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1775,That was harder than I expected.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1776,The meeting ran late.,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1777,When is the deadline?,phrase,Medium,Casual work or school talk,Natural phrase people use in conversation or travel
1778,Are you in line?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1779,Could you help me read this?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1780,Could you point me in the right direction?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1781,Could you take a picture of us?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1782,Could you tell me what this means?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1783,Could you watch my bag for one minute?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1784,Do you know a good place to eat nearby?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1785,Do you know if they accept cards?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1786,Do you know if this bus goes downtown?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1787,Do you know what time it opens?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1788,Do you know where I can buy tickets?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1789,Do you know where this is?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1790,"Excuse me, can I ask you something?",phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1791,Is anyone using this chair?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1792,Is this line for tickets?,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1793,"Sorry, I don’t speak the language well.",phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1794,Thank you so much for your help.,phrase,Medium,Common questions to strangers,Natural phrase people use in conversation or travel
1795,a bit strange,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1796,a few minutes,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1797,a little bit,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1798,a long time ago,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1799,a lot of people,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1800,all the time,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1801,as soon as possible,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1802,at home,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1803,at night,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1804,at school,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1805,at the same time,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1806,at work,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1807,bad idea,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1808,big deal,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1809,by accident,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1810,by the way,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1811,every now and then,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1812,for later,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1813,for now,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1814,for sure,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1815,from time to time,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1816,good idea,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1817,good question,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1818,in a bit,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1819,in a minute,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1820,in the evening,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1821,in the morning,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1822,just in case,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1823,kind of weird,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1824,last time,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1825,looks comfortable,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1826,looks expensive,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1827,looks familiar,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1828,next time,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1829,no chance,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1830,no idea,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1831,no need,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1832,not a big deal,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1833,not anymore,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1834,not this time,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1835,not today,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1836,not yet,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1837,on purpose,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1838,on the way,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1839,on time,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1840,once in a while,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1841,one more thing,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1842,pretty good,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1843,quick question,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1844,real quick,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1845,right away,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1846,so far,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1847,so good,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1848,sounds nice,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1849,sounds perfect,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1850,sounds weird,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1851,the best part,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1852,the next day,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1853,the other day,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1854,the same thing,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1855,the worst part,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1856,this time,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1857,to be honest,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1858,too many,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1859,too much,phrase,Medium,Common spoken chunks,Short natural chunk used inside everyday sentences
1860,Don’t be a stranger.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1861,Get home safe.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1862,Good luck tomorrow.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1863,Have a good night.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1864,It was good catching up.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1865,I’ll talk to you later.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1866,Let me know how it goes.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1867,Let me know when you get home.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1868,Let’s keep in touch.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1869,See you around.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1870,Sleep well.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1871,Talk soon.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1872,Thanks again.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1873,Thanks for coming.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1874,We should do this again.,phrase,Medium,Conversation closings,Natural phrase people use in conversation or travel
1875,Can I walk there?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1876,Can you drop me here?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1877,Can you show me on the map?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1878,Can you take me to this address?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1879,Can you wait here?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1880,Cross the street.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1881,Does this bus stop here?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1882,Does this train go to the airport?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1883,Go straight.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1884,How do I get there?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1885,How long does it take?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1886,How much is the fare?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1887,I think we missed the stop.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1888,Is it far from here?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1889,Is this the right stop?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1890,It's across from the hotel.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1891,It's around the corner.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1892,It's near the station.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1893,It's next to the bank.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1894,It's on the left.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1895,It's on the right.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1896,Please use the meter.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1897,The bus is late.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1898,The road is closed.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1899,The train is delayed.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1900,There is a lot of traffic.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1901,Turn left.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1902,Turn right.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1903,We need to change trains.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1904,We need to get off here.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1905,We need to take a taxi.,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1906,Where is the bus stop?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1907,Where is the nearest metro station?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1908,Where is the taxi stand?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1909,Where is the train station?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1910,Which bus should I take?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1911,Which direction is this train going?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1912,Which platform is it?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1913,Which train should I take?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1914,Which way is it?,phrase,Medium,Directions and transport,Natural phrase people use in conversation
1915,"Can I get a taxi, please?",phrase,Medium,Directions and transport travel,Polite request
1916,"Can I get a ticket to the city center, please?",phrase,Medium,Directions and transport travel,Polite request
1917,Can I pay on the bus?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1918,Can you help me? I got on the wrong train.,phrase,Medium,Directions and transport travel,Asking for help with a specific problem
1919,Can you help me? I missed my bus.,phrase,Medium,Directions and transport travel,Asking for help with a specific problem
1920,Can you help me? I missed my train.,phrase,Medium,Directions and transport travel,Asking for help with a specific problem
1921,Can you show me where the bathroom is?,phrase,Medium,Directions and transport travel,Asking someone to point out a location
1922,Can you show me where the bus stop is?,phrase,Medium,Directions and transport travel,Asking someone to point out a location
1923,Can you show me where the taxi stand is?,phrase,Medium,Directions and transport travel,Asking someone to point out a location
1924,Can you show me where the ticket office is?,phrase,Medium,Directions and transport travel,Asking someone to point out a location
1925,Can you show me where the train station is?,phrase,Medium,Directions and transport travel,Asking someone to point out a location
1926,Can you write the address down?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1927,"Could I have a taxi, please?",phrase,Medium,Directions and transport travel,Polite request
1928,"Could I have a ticket to the city center, please?",phrase,Medium,Directions and transport travel,Polite request
1929,Do I need to change trains?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1930,Do you know where I can buy a ticket?,phrase,Medium,Directions and transport travel,Asking for help with a practical need
1931,Do you know where the bathroom is?,phrase,Medium,Directions and transport travel,Polite location question
1932,Do you know where the bus stop is?,phrase,Medium,Directions and transport travel,Polite location question
1933,Do you know where the taxi stand is?,phrase,Medium,Directions and transport travel,Polite location question
1934,Do you know where the ticket office is?,phrase,Medium,Directions and transport travel,Polite location question
1935,Do you know where the train station is?,phrase,Medium,Directions and transport travel,Polite location question
1936,Does this bus stop near the hotel?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1937,Does this train go to the city center?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1938,"Excuse me, how do I get to the museum?",phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1939,"Excuse me, where is the station?",phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1940,How much is a ticket?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1941,I got on the wrong train.,phrase,Medium,Directions and transport travel,Common travel problem statement
1942,I missed my bus.,phrase,Medium,Directions and transport travel,Common travel problem statement
1943,I missed my train.,phrase,Medium,Directions and transport travel,Common travel problem statement
1944,I need a taxi.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1945,I need to buy a ticket.,phrase,Medium,Directions and transport travel,Simple need statement
1946,Is it better to take a taxi?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1947,Is it within walking distance?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1948,Is there a landmark nearby?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1949,Is this seat free?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1950,Is this the right direction?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1951,Is this train direct?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1952,It’s across the street.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1953,It’s behind the hotel.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1954,It’s on the second floor.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1955,It’s opposite the station.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1956,Please take me to this address.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1957,Take the elevator.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1958,Take the stairs.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1959,The bus is full.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1960,The entrance is on the left.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1961,The exit is on the right.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1962,Turn left at the next corner.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1963,Turn right at the lights.,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1964,Where should I get off?,phrase,Medium,Directions and transport travel,Natural phrase people use in conversation or travel
1965,Can you show me where a quiet place to sit is?,phrase,Medium,Everyday conversation,Asking someone to point out a location
1966,Do you know where a quiet place to sit is?,phrase,Medium,Everyday conversation,Polite location question
1967,Do you know where I can use the bathroom?,phrase,Medium,Everyday conversation,Asking for help with a practical need
1968,Where is a quiet place to sit?,phrase,Medium,Everyday conversation,Common location question
1969,Are you comfortable?,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1970,Call me anytime.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1971,Call me when you arrive.,phrase,Medium,Family and friends,Curated natural spoken phrase
1972,Can I get you anything?,phrase,Medium,Family and friends,Curated natural spoken phrase
1973,Come over for tea.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1974,Come visit us.,phrase,Medium,Family and friends,Curated natural spoken phrase
1975,Congratulations again.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1976,Do you need anything?,phrase,Medium,Family and friends,Curated natural spoken phrase
1977,Do you want another blanket?,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1978,Do you want something to drink?,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1979,Don't leave yet.,phrase,Medium,Family and friends,Curated natural spoken phrase
1980,Don’t overthink it.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1981,Drive safely.,phrase,Medium,Family and friends,Curated natural spoken phrase
1982,Give my love to everyone.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1983,He looks so grown up.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1984,How are the kids?,phrase,Medium,Family and friends,Curated natural spoken phrase
1985,How are your parents?,phrase,Medium,Family and friends,Curated natural spoken phrase
1986,How is your family?,phrase,Medium,Family and friends,Curated natural spoken phrase
1987,I believe in you.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1988,I believe you.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1989,I miss home.,phrase,Medium,Family and friends,Curated natural spoken phrase
1990,I miss my family.,phrase,Medium,Family and friends,Curated natural spoken phrase
1991,I missed you.,phrase,Medium,Family and friends,Curated natural spoken phrase
1992,I need to call my mother.,phrase,Medium,Family and friends,Curated natural spoken phrase
1993,I need to check on them.,phrase,Medium,Family and friends,Curated natural spoken phrase
1994,I'll visit soon.,phrase,Medium,Family and friends,Curated natural spoken phrase
1995,I'm glad you came.,phrase,Medium,Family and friends,Curated natural spoken phrase
1996,I’m happy for you both.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1997,I’m here for you.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
1998,Let's do this again.,phrase,Medium,Family and friends,Curated natural spoken phrase
1999,Let's have dinner together.,phrase,Medium,Family and friends,Curated natural spoken phrase
2000,Make yourself at home.,phrase,Medium,Family and friends,Curated natural spoken phrase
2001,Say hello to your mom.,phrase,Medium,Family and friends,Curated natural spoken phrase
2002,Say hi to your family for me.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
2003,She looks just like you.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
2004,Stay for dinner.,phrase,Medium,Family and friends,Curated natural spoken phrase
2005,Take it one step at a time.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
2006,Tell her I said hi.,phrase,Medium,Family and friends,Curated natural spoken phrase
2007,Tell him I said hi.,phrase,Medium,Family and friends,Curated natural spoken phrase
2008,Text me when you get home.,phrase,Medium,Family and friends,Curated natural spoken phrase
2009,Thanks for having me.,phrase,Medium,Family and friends,Curated natural spoken phrase
2010,Thanks for inviting me.,phrase,Medium,Family and friends,Curated natural spoken phrase
2011,This was lovely.,phrase,Medium,Family and friends,Curated natural spoken phrase
2012,When are you visiting?,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
2013,Would you like something to drink?,phrase,Medium,Family and friends,Curated natural spoken phrase
2014,Would you like something to eat?,phrase,Medium,Family and friends,Curated natural spoken phrase
2015,You did the right thing.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
2016,You should come over.,phrase,Medium,Family and friends,Curated natural spoken phrase
2017,Your baby is adorable.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
2018,You’ll be okay.,phrase,Medium,Family and friends,Natural phrase people use in conversation or travel
2019,Do you know where I can rest for a minute?,phrase,Medium,Feelings and personal state,Asking for help with a practical need
2020,I can’t sleep.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2021,I didn’t mean it like that.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2022,I didn’t want to bother you.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2023,I feel sick.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2024,I had a long day.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2025,I need to rest for a minute.,phrase,Medium,Feelings and personal state,Simple need statement
2026,I need to sit down.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2027,I needed to hear that.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2028,I slept badly.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2029,I’m excited.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2030,I’m freezing.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2031,I’m full.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2032,I’m just tired.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2033,I’m just upset.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
2034,I’m nervous.,phrase,Medium,Feelings and personal state,Natural phrase people use in conversation or travel
